question_id,question,expected_answer,year,expected_source,check_points,qa_group
qa_116,2023년 필수 외국어 교과목(영어 제외) 중 중국어 과목의 이수를 면제받기 위한 대체 인정 성적 기준은 무엇인가요?,신HSK 5급(180점) 이상을 취득하면 해당 교과 이수가 면제됩니다.,2023,2023_cr.pdf,중국어 이수 면제; 대체 인정 기준; 신HSK 5급,curriculum
qa_117,"2023년 외국어 교과목 면제 조건을 충족하여 이수가 면제될 경우, 면제로 인해 남은 교양 총 잔여 학점은 어떻게 채워야 하나요?",교양영역 내 교과목을 선택 이수하여 총학점을 충족하여야 합니다.,2023,2023_cr.pdf,외국어 면제 잔여학점; 교양영역 선택이수; 학점 충족,curriculum
qa_118,2023년 중점교양 과목인 '기업가정신과리더십'은 몇 학점이며 언제 개설되나요?,"1학점 과목이며, 2학년 1학기(창의융합캠퍼스)와 2학기(메디컬캠퍼스)에 개설됩니다.",2023,2023_cr.pdf,기업가정신과리더십; 중점교양 학점; 개설 학기,curriculum
qa_119,2023년 '나의 꿈과 미래 디자인' 과목의 이수 영역과 이수 학년/학기는 어떻게 구성되어 있나요?,"인성과 도전 영역의 중점교양 과목으로, 1학년 2학기에 이수합니다.",2023,2023_cr.pdf,나의 꿈과 미래 디자인; 인성과 도전; 1학년 2학기,curriculum
qa_120,2023년 4학년 1학기에 개설되는 인성과 도전 영역의 2학점짜리 중점교양 과목명은 무엇인가요?,사회진출 성공전략'입니다.,2023,2023_cr.pdf,4학년 1학기 교양; 사회진출 성공전략; 2학점 과목,curriculum
qa_121,"2023년 중점교양 과목 중 'DYT_뮤지컬댄스', 'DYT_뮤지컬보컬' 등의 문화예술/스포츠 관련 교과목들의 학점 수와 성적 평가 방식은 무엇인가요?","모두 1학점 과목이며, P/NP(Pass/Non-Pass) 방식으로 평가됩니다.",2023,2023_cr.pdf,문화예술 교양학점; P/NP 과목; 1학점 이수,curriculum
qa_122,2023년 1학년 1학기에 개설되는 실습 2시수의 문화예술 콘텐츠 제작 관련 중점교양 과목의 예시를 두 가지만 써주세요.,"DYT_숏폼영상제작', 'DYT_웹툰제작' 등이 있습니다.",2023,2023_cr.pdf,문화예술 교양과목; 숏폼영상제작; 웹툰제작,curriculum
qa_123,2023년 의료인공지능학과는 어떤 정부 부처의 계획에 의해서 신설되었나요?,2020년 교육부의 첨단분야학과 학생조정 계획에 따라 신설되었습니다.,2023,2023_cr.pdf;2022_cr.pdf;2025_cr.pdf,의료인공지능학과 신설; 교육부 계획; 첨단분야학과,curriculum
qa_124,2023년 의료인공지능학과 학생들은 의과대학의 어떤 교실 대학원생들과 공동 연구를 진행하나요?,의과대학 정보의학 교실의 의과대학원생들과 공동 연구를 진행합니다.,2023,2023_cr.pdf,정보의학교실; 의과대학원생 공동연구; 협력 프로그램,curriculum
qa_125,2023년 학과 소개에서 명시한 의료인공지능학과에서 중요하게 다루며 공부하는 주요 교과목 분야는 어떤 것들이 있나요?,"머신러닝, 신경망, 인지컴퓨팅, 컴퓨터 비전, 딥러닝, 의료기초 등이 있습니다.",2023,2023_cr.pdf,주요 교과목; 머신러닝; 컴퓨터 비전; 딥러닝,curriculum
qa_126,2023년 건양대학교 의료인공지능학과의 궁극적인 학부(과) 교육목적은 무엇인가요?,"의료인공지능 분야에 필요한 의학 및 공학기술을 연구, 개발하기 위해 최신의 기술을 습득하여 ""의료 인공지능 기술을 선도하는 창의 인재 양성""을 목적으로 합니다.",2023,2023_cr.pdf,학과 교육목적; 의학 및 공학기술 연구; 창의 인재 양성,curriculum
qa_127,2023년 의료인공지능학과의 교육목표 중 공학적 문제 해결과 관련된 내용은 무엇인가요?,"의료분야 및 인공지능 분야에 대한 전문지식을 바탕으로 공학적인 문제들을 분석, 설계 및 구현하는 능력을 배양하는 것입니다.",2023,2023_cr.pdf,교육목표; 전문지식 바탕; 공학적 문제 분석 설계 구현,curriculum
qa_128,2023년 필수 외국어 교과목(영어 제외) 중 일본어 과목의 이수를 면제받기 위한 대체 인정 성적 기준은 무엇인가요?,JPT 700점 이상 취득 시 해당 교과 이수가 면제됩니다.,2023,2023_cr.pdf,일본어 이수 면제; 대체 인정 성적; JPT 700점,curriculum
qa_129,"2024년 기준, 인공지능학과를 단일전공으로 졸업하려면 총 몇 학점을 채워야 하고, 그중 전공 학점은 최소 얼마 이상이어야 하나요?",단일전공 기준으로 졸업 최소 이수학점은 총 130학점입니다. 이 중 전공 1전공 학점은 최소 90학점 이상을 이수하셔야 졸업이 가능합니다.,2024,2024_cr.pdf,"졸업최소이수학점, 단일전공, 전공학점",curriculum
qa_130,"2024년 기준, 졸업할 때 무조건 졸업작품이나 보고서를 내고 발표까지 통과해야 하나요? 혹시 면제받을 수 있는 기준이 따로 있나요?","네, 기본적으로 졸업작품 및 보고서를 제출하고 발표와 심사를 통과해야 합니다. 다만, 전국규모 공모전에서 입상하거나 전국규모 학회에 논문을 발표 또는 게재하여 학과의 심의를 통과한 경우에는 졸업작품 심사가 면제됩니다.",2024,2024_cr.pdf,"졸업요건, 졸업작품 면제, 학회 논문",curriculum
qa_131,"2024년 기준, 전공 일람표를 보니까 일부 전공과목 옆에 별표 (*) 기호가 붙어있던데, 이게 무슨 의미인가요? 단일전공자는 다 들어야 하나요?","2024 교육과정 기준 단일전공자는 전공 90학점 중 설계교과 20학점을 필수로 이수해야 합니다. 설계교과는 창의도전설계, AI융합설계, AI 프로젝트, AI캡스톤디자인 등 비고에 기초설계·전공설계·융합설계·종합설계로 표시된 과목들입니다. 편입생, 복수전공, 연계전공, 부전공자는 설계교과 필수 이수 예외로 적용됩니다.",2024,2024_cr.pdf,"2024 설계교과 20학점, 단일전공자, 예외 규정",curriculum
qa_132,"2024년 기준, 제가 이번에 인공지능학과로 복수전공(또는 연계/융합전공)을 신청하려고 하는데, 이 경우 전공 학점은 얼마나 채워야 하나요?","인공지능학과를 복수전공, 연계전공, 융합전공으로 이수할 경우, 제1전공과 제2전공(인공지능학과) 기준학점을 각각 45학점, 30학점 이상 이수하셔야 합니다.",2024,2024_cr.pdf,"복수전공, 융합전공, 기준학점  ",curriculum
qa_133,"2024년 기준, 부전공으로 인공지능학과를 선택하면 이수해야 하는 전공 학점 기준이 어떻게 되나요? 복수전공이랑 다른가요?","부전공으로 이수하시는 경우에는 제1전공 70학점 이상, 부전공(인공지능학과) 18학점 이상을 이수하셔야 합니다. 복수전공(45/30학점)에 비해 인공지능학과 이수 기준 학점(18학점)이 더 적습니다.",2024,2024_cr.pdf,"부전공 학점, 이수기준, 제1전공",curriculum
qa_134,"2024년 기준, 졸업작품(캡스톤디자인 등)을 제출하고 심사를 받으려면 학점 기준이나 신청 자격이 따로 정해져 있나요?","학과 제시 학점이수체계에 따라 졸업에 필요한 모든 학점을 이미 취득했거나, 해당 학기에 모든 학점을 취득 완료할 수 있는 예정자여야만 졸업작품 제출 자격이 주어집니다.",2024,2024_cr.pdf,"졸업작품 제출자격, 학점이수완료, 취득예정자",curriculum
qa_135,"2024년 기준, 졸업학점 130학점 중에서 교양 학점은 총 몇 학점을 들어야 졸업 요건이 충족되나요?","2024 교육과정에서 교양총학점은 30학점입니다. 세부 기준은 교양필수 13학점, 중점교양 10학점이며, 졸업 최소 이수학점은 130학점입니다.",2024,2024_cr.pdf,"2024 교양총학점 30학점, 교양필수 13학점, 중점교양 10학점",curriculum
qa_136,"2024년 기준, 인공지능학과에 개설된 교과목 중에서 '종합설계'로 분류되어 실질적인 졸업 프로젝트 역할을 하는 4학년 과목은 무엇인가요?",4학년 1학기에 개설되는 AI캡스톤디자인 I과 4학년 2학기에 개설되는 AI캡스톤디자인 II가 종합설계 교과목에 해당합니다.,2024,2024_cr.pdf,"종합설계, AI캡스톤디자인, 4학년 전공",curriculum
qa_137,"2024년 기준, 개발자나 엔지니어로 취업하고 싶은데, 인공지능학과 커리큘럼상 프로그래밍 실력을 직접 기를 수 있는 코딩 실습 과목들은 몇 학년에 배치되어 있나요?","1학년에 AI 프로그래밍실습, AI 프로그래밍기초, 데이터사이언스를 위한 파이썬이 있고, 2학년에 데이터베이스 프로그래밍, 앱 프로그래밍 기초, 앱 프로그래밍 실무 등이 배치되어 있어 저학년 때부터 집중적인 코딩 역량을 키우게 됩니다.",2024,2024_cr.pdf,"프로그래밍 실습, 코딩 과목, 학년별 커리큘럼",curriculum
qa_138,"2024년 기준, 수학을 잘 못하는 수포자 학생입니다. 인공지능학과는 수학을 많이 쓴다고 하던데 기초 수학이나 이론을 다루는 전공과목은 언제 배우나요?",너무 걱정하실 필요 없습니다. 2학년 1학기에 AI를 위한 기초수학 및 통계 과목이 개설되어 인공지능 모델링과 데이터 분석에 필요한 기초 체력을 다질 수 있습니다.,2024,2024_cr.pdf,"AI 기초수학, 통계학, 2학년 전공",curriculum
qa_139,"2024년 기준, 학과 취업로드맵을 보니 전공 분야가 두 갈래로 나뉘어 있는 것 같은데, 각각 어떤 분야로 매트릭스가 짜여 있나요?",인공지능학과는 '공통/연계 전공분야'와 특성화된 '의료인공지능분야'의 두 가지 축으로 교육과정 연계도가 구성되어 있습니다.,2024,2024_cr.pdf;2021_cr.pdf;2022_cr.pdf;2023_cr.pdf;2025_cr.pdf,"취업로드맵, 연계 전공, 의료인공지능",curriculum
qa_140,"2024년 기준, 학과 커리큘럼 중에서 딥러닝(Deep Learning)을 집중적으로 다루는 심화 전공 과목들은 주로 몇 학년에 개설되나요?","2024 교육과정에서는 3학년 1학기에 딥러닝 영상처리, 3학년 2학기에 딥러닝 생체신호의 처리 과목이 배치되어 있습니다. 또한 2학년 2학기에는 기계학습, 4학년에는 강화학습과 AI Chatbot(HCI), 생체신호데이터분석 등이 이어져 인공지능 심화 흐름을 구성합니다.",2024,2024_cr.pdf,"딥러닝 영상처리, 딥러닝 생체신호의 처리, 기계학습, 강화학습",curriculum
qa_141,"2024년 기준, 학과 특성화 분야인 '의료인공지능' 관련 지식을 쌓고 싶은데, 학년별로 연계되는 의료 전공 로드맵이 어떻게 되나요?","1학년 의료인공지능 개론, 의학 및 병원용어 $\rightarrow$ 2학년 인체의 구조와 기능, EMR데이터분석 $\rightarrow$ 3학년 바이오유전체정보학, Clinical Data Warehouse 분석 $\rightarrow$ 4학년 의료영상데이터분석, 생체신호데이터분석 순으로 체계적으로 연계됩니다.",2024,2024_cr.pdf,"의료인공지능 로드맵, EMR데이터분석, 바이오유전체",curriculum
qa_142,"2024년 기준, 1학년에 배우는 AI 프로그래밍기초 과목은 정확히 어떤 프로그래밍 언어를 다루고, 독학하는 사람도 따라갈 수 있는 수준인가요?",프로그래밍 언어를 처음 배우는 입문자나 파이썬(Python)을 배우려는 입문자를 대상으로 합니다. 혼자서도 충분히 파이썬 프로그래밍을 할 수 있도록 막연한 두려움을 없애주는 기초 역량 강화 과목입니다.,2024,2024_cr.pdf,"AI 프로그래밍기초, 파이썬 입문, 교과목 개요",curriculum
qa_143,"2024년 기준, 2학년 때 개설되는 AI를 위한 알고리즘 과목의 주요 교육 내용과 이를 통해 기를 수 있는 역량은 무엇인가요?",인공지능 모델 개발에 필수적인 알고리즘 설계 방법 및 기본 이론을 배웁니다. 다양한 인공지능 알고리즘의 종류와 특성을 이해하고 이를 직접 구현할 수 있는 실무 역량을 키웁니다.,2024,2024_cr.pdf,"알고리즘 설계, 인공지능 모델 개발, 구현 역량",curriculum
qa_144,"2024년 기준, 데이터사이언스를 위한 파이썬 교과목에서는 일반 파이썬 기초 문법 외에 데이터 분석과 관련해 어떤 실무를 다루게 되나요?",데이터 사이언티스트의 역할 이해를 바탕으로 정형/비정형 데이터를 통계적으로 분석하고 모형을 구축하는 기법을 배웁니다. 데이터에서 의미 있는 패턴이나 규칙을 탐색하고 유용한 지식을 추출하는 일련의 과정을 실습합니다.,2024,2024_cr.pdf,"데이터사이언스, 통계적 분석, 모형 구축",curriculum
qa_145,"2024년 기준, 클라우드컴퓨팅 과목을 수강하면 취업할 때 어떤 기술적 배경을 갖춘 인재로 성장할 수 있나요?","최신 IT 생태계의 기반이 되는 클라우드 컴퓨팅의 개념, 유형, 핵심 기술을 배웁니다. 다양한 클라우드 아키텍처를 상세히 학습하여 클라우드 환경으로 전환할 수 있는 '최신 IT 인프라 전문가'로서의 역량을 갖추게 됩니다.",2024,2024_cr.pdf,"클라우드컴퓨팅, IT 인프라, 아키텍처",curriculum
qa_146,"2024년 기준, 2학년 전공인 앱 프로그래밍 실무에서는 어떤 개발 툴(IDE)과 프로그래밍 언어를 사용해 프로젝트를 진행하나요?",안드로이드 스튜디오(Android Studio) 환경에서 코틀린(Kotlin) 언어를 활용하여 앱 크로딩 실습을 진행합니다. 이를 통해 안드로이드 앱을 편하고 빠르게 개발할 수 있는 실무 능력을 기릅니다.,2024,2024_cr.pdf,"앱 프로그래밍 실무, 안드로이드 스튜디오, 코틀린",curriculum
qa_147,"2024년 기준, 3학년 전공 과목인 딥러닝영상처리 과목에서 핵심적으로 다루는 신경망 구조나 모델 알고리즘은 무엇인가요?","이미지의 특징을 효과적으로 추출하는 데 특화된 알고리즘인 CNN(Convolutional Neural Network, 합성곱 신경망) 모델에 대해 집중적으로 배웁니다. 이론 학습과 함께 강아지와 고양이를 구분하는 등의 실무 예제를 스스로 구현해 보는 과정을 포함합니다.",2024,2024_cr.pdf,"딥러닝영상처리, CNN 모델, 이미지 특징 추출",curriculum
qa_148,"2024년 기준, 3학년 때 나갈 수 있는 '의료인공지능현장실습'은 학점 종류가 여러 개던데, 한 학기나 방학 동안 최대로 인정받을 수 있는 학점은 얼마인가요?",2024 교육과정의 현장실습 과목표에는 3학년 하계·동계 과정으로 의료인공지능현장실습4와 의료인공지능현장실습8이 제시되어 있습니다. 따라서 해당 표 기준 방학 현장실습은 4학점 또는 8학점 과정으로 확인됩니다.,2024,2024_cr.pdf,"의료인공지능현장실습4, 의료인공지능현장실습8, 하계 동계, 3학년",curriculum
qa_149,"2024년 기준, 인공지능학과 학생이 해외로 인턴십이나 실습을 나가는 '해외의료인공지능현장실습' 과목도 실제로 개설되어 있나요? 개설된다면 몇 학년 때 가능한가요?","네, 2024 교육과정에는 3학년 하계·동계 과정으로 해외의료인공지능현장실습4와 해외의료인공지능현장실습8이 개설되어 있습니다. 해당 표 기준으로 해외 현장실습은 4학점 또는 8학점 과정으로 확인됩니다.",2024,2024_cr.pdf,"해외의료인공지능현장실습4, 해외의료인공지능현장실습8, 3학년, 하계 동계",curriculum
qa_150,"2024 교육과정의 교양필수와 중점교양은 각각 몇 학점이며, 대표 교양필수 과목에는 무엇이 있나요?","2024 교육과정에서 교양필수는 13학점, 중점교양은 10학점입니다. 교양필수에는 비판적 사고와 글쓰기, 외국어 선택 과목, ESG 지역사회 문제해결 I·II, 기업가정신과리더십, 나의 꿈과 미래 디자인, 사회진출 성공전략, DYT 계열 선택 교과 등이 포함됩니다.",2024,2024_cr.pdf,"교양필수 13학점, 중점교양 10학점, ESG 지역사회 문제해결, DYT",curriculum
qa_151,2024 교육과정의 중점교양은 어떤 영역으로 구성되어 있고 몇 학점을 이수해야 하나요?,2024 교육과정의 중점교양은 4차 산업혁명 영역 4학점과 인문소양 영역 6학점으로 총 10학점입니다. 휴머니티칼리지 교육과정 중 중점교양 교과목 일람표를 참조하여 각 영역별 기준 학점을 취득해야 합니다.,2024,2024_cr.pdf,"중점교양 10학점, 4차 산업혁명 4학점, 인문소양 6학점",curriculum
qa_152,"2024년 기준, 교양 필수 과목 중에 ESG·지역사회 문제해결 과목은 몇 학년 때 이수하도록 타이밍이 지정되어 있나요?","1학년 정규 학기에 지정되어 있습니다. 1학년 1학기에는 ESG 지역사회 문제해결 I, 1학년 2학기에는 ESG·지역사회 문제해결 II를 각각 1학점씩 의무적으로 수강해야 합니다.",2024,2024_cr.pdf,"ESG 지역사회 문제해결, 1학년 교양필수, 지역사회",curriculum
qa_153,"2024년 기준, 인성과 도전 영역의 DYT(Do Yourself Trust) 교양 과목들은 종류가 엄청 많던데, 졸업할 때까지 몇 과목이나 골라서 들어야 하나요?",2024 교육과정에서 인성과 도전 영역의 DYT 계열 교과는 1과목을 선택 이수하는 P/NP 과목으로 제시됩니다.,2024,2024_cr.pdf,"DYT, 1과목 선택 이수, P/NP",curriculum
qa_154,"우리 학과의 명칭이 2024년도에 '인공지능학과'로 변경된 것으로 아는데, 학과 개편이 이루어진 구체적인 배경이나 이적 이유가 무엇인가요?",급증하는 범용 목적의 AI 기술 수요와 산업계의 실무적인 요구(산업 수요)에 더 유연하고 긴밀하게 맞추기 위하여 2024년도에 기존 의료인공지능학과에서 '인공지능학과'로 전격 개편되었습니다.,2024,2024_cr.pdf;week11_crawling_final.csv;ai_department_week11_crawling_with_ocr (1).csv;2025_cr.pdf,"학과개편 배경, 인공지능학과, 산업수요",curriculum
qa_155,"2024년 기준, 학과가 인공지능학과로 개편되면서 졸업 후 진출할 수 있는 취업 분야나 직무 외연이 어떻게 확장되었나요?","기존의 의료 AI 전문가 영역을 확고히 유지하면서도, AI 프로그래머, 데이터 과학자, 로봇 기술자, 로보틱프로세스 자동화(RPA) 전문가, 증강현실(AR)/가상현실(VR) 개발자 등 신산업 전반의 융합 인공지능 분야로 진로가 크게 넓어졌습니다.",2024,2024_cr.pdf;week11_crawling_final.csv;ai_department_week11_crawling_with_ocr (1).csv;2025_cr.pdf,"졸업 후 진로, 취업 분야 확장, 신산업 AI",curriculum
qa_156,"2024년 기준, 인공지능학과 전공 수업 중에서 중간고사나 기말고사를 필기시험 대신 깃허브(GitHub) 소스코드 제출이나 팀 프로젝트 결과물 발표로 100% 대체하는 과목의 명단은 어떻게 되나요?","제공된 2024년도 교육과정 요람 및 매트릭스 자료에는 각 교과목의 세부 성적 평가 방식(필기시험 비율, 프로젝트 대체 여부 등)에 대한 세부 정보가 포함되어 있지 않습니다.",2024,2024_cr.pdf,"자료에 없음, 성적평가 방식, 깃허브 대체, 프로젝트 성적",curriculum
qa_157,"2024년 기준, 인공지능학과 학생 전용 학생회실이나 야간 코딩 실습을 위한 24시간 개방 PC 실습실은 대학 캠퍼스 건물 중 몇 동 몇 호에 위치해 있나요?","해당 PDF 파일은 학과 소개, 이수 체계도, 교과목 개요 등의 교육과정 정보만 담고 있으며, 학생회실 위치나 실습실 호수 같은 캠퍼스 시설 배치 정보는 나와 있지 않습니다.",2024,2024_cr.pdf,"자료에 없음, 실습실 위치, 학생회실, 캠퍼스 시설",curriculum
qa_158,"2024년 기준, 전공과목인 기계학습이나 딥러닝 수업을 청강하거나 수강할 때, 개인 노트북의 그래픽카드(GPU) 사양(예: RTX 4060 이상 등) 최소 기준이 요람에 명시되어 있나요?","교과목 개요에 이론 및 실습 시간, 학습 목적 등은 기술되어 있으나, 학생들이 수업에 지참해야 할 개인 PC나 노트북의 하드웨어 사양(GPU, RAM 등)에 대한 요구 조건은 자료에 기재되어 있지 않습니다.",2024,2024_cr.pdf,"자료에 없음, 노트북 사양, GPU 기준, 기계학습 준비물",curriculum
qa_159,"2025년 기준, 인공지능학과를 단일전공으로 졸업하려면 총 몇 학점을 이수해야 하며, 그 중 전공 필수 설계 교과목 학점은 얼마인가요?","단일전공자의 총 졸업 최소 이수학점은 130학점입니다. 이 중 전공은 70학점을 채워야 하며, 70학점 안에는 단일전공자 필수 이수 사항인 '설계교과' 14학점이 포함되어 있어야 합니다.",2025,2025_cr.pdf,"졸업최소이수학점, 단일전공, 설계교과 학점",curriculum
qa_160,"2025년 기준, 인공지능학과 학생이 타 학과를 복수전공이나 융합전공으로 이수할 때, 인공지능학과(제1전공) 전공학점은 얼마나 이수해야 하나요?","복수전공, 연계전공, 융합전공을 이수할 경우, 제1전공(인공지능학과)의 기준학점은 45학점 이상 이수해야 합니다.",2025,2025_cr.pdf,"복수전공, 제1전공 기준학점, 다전공 이수",curriculum
qa_161,"2025년 기준, 부전공으로 인공지능학과를 선택한 타 학과 학생의 경우, 졸업을 위해 인공지능학과 과목을 몇 학점 들어야 하나요?",타 학과 학생이 인공지능학과를 부전공으로 이수하려면 전공 기준학점인 18학점 이상을 이수해야 합니다.,2025,2025_cr.pdf,"부전공 이수학점, 타과생 부전공",curriculum
qa_162,"2025년 기준, 단일전공자인데 편입생입니다. 저도 전공 안내에 표시된 14학점의 설계교과를 무조건 다 이수해야 졸업이 가능한가요?","아닙니다. 설계교과 14학점 필수 이수 규정은 단일전공자에게 적용되지만, 편입생, 복수전공자, 연계전공자, 부전공자는 예외로 인정되어 필수 이수하지 않아도 됩니다.",2025,2025_cr.pdf,"편입생 예외 규정, 설계교과 예외",curriculum
qa_163,"2025년 기준, 4학년 때 졸업작품을 제출하고 발표하는 것 대신, 다른 방법으로 졸업논문/작품 심사를 면제받을 수 있는 기준이 있나요?","두 가지 면제 기준이 있습니다. 첫째, 전국규모 공모전에서 입상하여 학과 심의를 통과한 경우, 둘째, 전국규모 학회에 논문을 발표하거나 게재하여 학과 심의를 통과한 경우에는 졸업작품 심사를 통과한 것으로 인정받을 수 있습니다.",2025,2025_cr.pdf,"졸업작품 면제, 공모전 입상, 학회 논문 게재",curriculum
qa_164,"2025년 기준, 졸업작품을 제출하고 심사를 받으려면 어떤 자격 조건을 충족해야 하나요?","학과에서 제시하는 학점이수체계에 따라 졸업에 필요한 모든 학점을 이미 취득했거나, 해당 학기에 모든 학점을 취득 완료할 수 있는 '취득 예정자'여야 제출 및 심사 자격이 주어집니다.",2025,2025_cr.pdf,"졸업작품 제출자격, 학점이수 완료예정",curriculum
qa_165,"2025년 기준, 1학년 1학기에 개설되는 전공 수업 중, 이론 수업 없이 100% 실습(4시간)으로만 진행되는 프로그래밍 과목은 무엇인가요?","1학년 1학기에 개설되는 'AI프로그래밍실습(과목코드 61902A)'입니다. 이 과목은 이론 0시간, 실습 4시간으로 구성되어 있어 완전한 실무 실습으로 진행됩니다.",2025,2025_cr.pdf,"AI프로그래밍실습, 전공실습, 1학년 전공",curriculum
qa_166,"2025년 기준, 인공지능학과의 핵심 전공인 '딥러닝'과 '고급딥러닝'은 각각 몇 학년 몇 학기에 배울 수 있도록 설계되어 있나요?","딥러닝'은 2학년 1학기(기본과정)에 개설되며, 보다 심화된 내용을 다루는 '고급딥러닝'은 2학년 2학기(심화과정)에 연속해서 수강할 수 있도록 설계되어 있습니다.",2025,2025_cr.pdf,"딥러닝, 고급딥러닝, 개설 학기",curriculum
qa_167,"2025년 기준, 3학년 전공 과목 중에서 '의료AI 융합트랙'에 포함되는 과목들은 구체적으로 어떤 것들이 있나요?","3학년 과정 중 '의료인공지능개론'(3학년 1학기), '의학및병원용어'(3학년 1학기), 'EMR데이터분석'(3학년 2학기) 등 총 3개 과목이 의료AI 융합트랙 과목으로 지정되어 있습니다.",2025,2025_cr.pdf,"의료AI 융합트랙, EMR데이터분석, 의료인공지능개론",curriculum
qa_168,"2025년 기준, 최근 유행하는 AI 트렌드를 반영한 '생성형 AI' 과목은 몇 학년에 개설되며 학점은 어떻게 되나요?","생성형 AI(과목코드 61970A)' 과목은 4학년 2학기 심화 과정에 개설되며, 3학점(이론 3시간) 짜리 교과목입니다.",2025,2025_cr.pdf,"생성형 AI, 4학년 심화전공",curriculum
qa_169,"2025년 기준, 학과 전공 역량 중 '실무개발역량'을 키우고 싶습니다. 로드맵상 2학년 때 이 역량과 연계되어 있는 전공 과목들은 무엇인가요?","2학년 과정 중 '데이터베이스 프로그래밍', 'JAVA 프로그래밍', '클라우드컴퓨팅' 과목이 실무개발역량 강화를 위해 연계되어 있습니다.",2025,2025_cr.pdf,"실무개발역량, 데이터베이스 프로그래밍, 클라우드컴퓨팅",curriculum
qa_170,"2025년 기준, 전공 역량별 교육과정 연계도에서 '창의융합역량'으로 분류된 1학년 전공 과목들은 무엇인가요?","1학년 과목 중 '인공지능의 이해', 'AI를 위한 기초수학 및 통계', '기계학습'이 창의융합역량 교과목으로 묶여 있습니다.",2025,2025_cr.pdf,"창의융합역량, 기계학습, AI를 위한 기초수학 및 통계",curriculum
qa_171,"2025년 기준, 창의적 문제해결 역량'을 기르기 위해 학과에서 개설한 1학년 대상의 설계 교과목들은 무엇인가요?",1학년 1학기의 '창의도전설계 I'과 1학년 2학기의 '창의도전설계 II'가 있습니다. 이 과목들은 대학 핵심역량 중 창의적 문제해결 및 의사소통역량과 밀접하게 연계된 설계 과목입니다.,2025,2025_cr.pdf,"창의도전설계, 1학년 설계과목, 창의적 문제해결",curriculum
qa_172,"2025년 기준, 전공역량 매트릭스를 보면 4학년 과목 중 '의료인공지능실무'와 'AI캡스톤디자인 II'가 강조하는 역량이 서로 다릅니다. 각각 어떤 역량에 매핑되어 있나요?","의료인공지능실무'는 대학 핵심역량 중 '의사소통 역량'과 '창의적 문제해결 역량' 등에 매핑되어 있고, 'AI캡스톤디자인 II'는 '자기관리 역량'에 집중적으로 매핑되어 참여를 유도합니다.",2025,2025_cr.pdf,"역량 매트릭스, 의료인공지능실무, AI캡스톤디자인 II",curriculum
qa_173,"2025년 기준, 인공지능학과 전공 역량 중 '의사소통역량'은 구체적으로 어떤 하위 역량들로 정의되어 실무에 적용되나요?","팀원들을 유도하고 동참시켜 효율적으로 협업하는 '유인형 협업능력'과, 다양한 이해관계자의 의견을 수렴하여 공동의 결정을 내리는 '협력적 의사결정능력'으로 정의됩니다.",2025,2025_cr.pdf,"의사소통역량, 유인형 협업능력, 협력적 의사결정능력",curriculum
qa_174,"2025년 기준, 실무개발역량의 하위 요소인 '시스템적 사고능력'이란 인공지능학과 학생들에게 어떤 능력을 의미하나요?","전체 시스템을 고려하여 복잡한 시스템이나 문제를 이해하고, 상호 연관된 요소들 간의 영향을 종합적으로 고려하여 해결책을 찾아내는 능력을 의미합니다.",2025,2025_cr.pdf,"시스템적 사고능력, 문제 해결책",curriculum
qa_175,"2025년 기준, 데이터사이언스 분야로 진로를 잡은 학생이 1학년 2학기에 반드시 수강해야 할 데이터 분석 전단계 필수 파이썬 과목은 무엇인가요?",1학년 2학기에 개설되는 '데이터사이언스를위한파이썬(과목코드 61908A)'입니다. 파이썬을 활용한 데이터 다루기의 기초를 다지는 기본 전공과목입니다.,2025,2025_cr.pdf,"데이터사이언스를위한파이썬, 1학년 2학기",curriculum
qa_176,"2025년 기준, 4학년 1학기에 수강할 수 있는 설계 교과목이자, 캡스톤 형태의 실무 중심 과목은 명칭이 어떻게 되나요?",4학년 1학기 심화 과정에 개설되는 'AI캡스톤디자인 I(과목코드 61934A)'입니다. 3학점짜리 설계 교과목입니다.,2025,2025_cr.pdf,"AI캡스톤디자인 I, 4학년 1학기 설계",curriculum
qa_177,"2025년 기준, 3학년 방학(하계/동계)을 이용하여 나갈 수 있는 '의료인공지능현장실습'은 이수 기간이나 형태에 따라 몇 학점까지 인정받을 수 있나요?","단기/중기 형태에 따라 '의료인공지능현장실습4'(4학점)와 '의료인공지능현장실습8'(8학점)이 개설되어 있어, 최소 4학점에서 최대 8학점까지 인정받을 수 있습니다.",2025,2025_cr.pdf,"의료인공지능현장실습, 학기중 현장실습, 학점 인정",curriculum
qa_178,"2025년 기준, 학과 학점표를 보면 3학년 1학기 학기제 혹은 장기 현장실습으로 갈 수 있는 과목들이 보이는데, 최대 몇 학점짜리 과목까지 개설되어 있나요?","3학년 1학기 시기에 개설되는 현장실습 중 가장 학점이 높은 것은 '의료인공지능현장실습15' 및 '해외의료인공지능현장실습15'로, 한 과목당 무려 15학점(실습 30시간) 짜리 과목입니다.",2025,2025_cr.pdf,"장기현장실습, 15학점 현장실습",curriculum
